component1,component2,component3,component4,class
-0.000397777,0.007934542,-0.000331634,0.003506014,0
0.003297218,0.002486148,0.000319337,0.005250428,0
0.002492326,0.003403112,0.000150131,-0.006532639,1
0.002951515,0.004312541,-0.000201,0.003108808,0
0.001807202,0.004867742,-0.000345027,-0.007632434,0
0.005879732,0.00084265,-6.40E-06,0.00033942,0
0.003590825,-0.000553318,0.001820041,-0.00235322,0
0.005134595,1.99E-05,0.000594321,-0.006218954,0
-0.004124154,0.003427426,0.002972949,0.004771173,0
0.005049638,0.002329665,-0.000393532,0.001548793,0
0.00040139,0.007045221,-0.000608949,-0.00607098,0
0.002379476,-0.001116518,0.002357594,0.005221178,0
0.006118727,-0.002898149,0.001675212,0.0020243,0
-0.000386629,0.002343595,0.000865817,-0.025175639,0
-0.002816168,0.006784112,-0.000142131,-0.024196875,0
0.003309309,0.001926342,0.000621201,0.005237666,0
0.004726088,0.00096605,0.000369818,0.001080139,0
0.00315903,0.001878256,0.00056067,-0.006977191,0
0.000280401,0.009218346,-0.001423286,0.003747485,0
0.000178339,0.007597375,-0.000909567,-0.006526283,0
0.005976094,-0.00678932,0.003559251,0.004588634,0
0.002584149,-0.025622171,-0.007167211,0.001498252,1
-0.016318954,0.002937623,0.004165474,0.003305067,0
0.003790275,0.001492037,0.000742373,0.002030016,0
0.001564379,0.005378918,-0.000276243,-0.004376129,0
0.002319886,0.002621337,0.000687122,-0.006399786,0
-0.002214866,0.008806664,-0.000132051,0.004974198,0
0.001817624,-0.002682208,0.003309332,0.005321611,0
-0.000255219,0.002895042,0.001615547,0.005414876,0
0.001796041,0.004207573,-0.000396392,-0.012434705,0
0.007042844,-0.000479136,1.23E-05,0.00136673,0
0.00283815,0.003593589,-9.19E-06,0.003650129,0
0.00127453,0.005866668,-0.000445039,0.002683687,0
-0.000150965,0.004937533,0.000667065,0.005739441,0
-0.007008702,-0.000923529,0.004656229,0.005009042,0
0.001103319,0.00759113,-0.000939143,0.000383935,0
-0.005312461,0.005614382,0.001547566,0.006530922,0
-0.000367862,0.001075672,0.0024356,0.004816316,0
0.004615663,0.000303894,0.000857637,-0.001771048,0
-0.002451524,0.003780389,0.001965516,0.005490792,0
0.003070866,0.003261483,7.31E-05,0.005985607,0
-0.000947619,0.010768029,-0.001792326,-0.005148512,0
0.000533153,8.58E-05,0.002551324,0.00492178,0
0.003613594,0.001320914,0.000316964,-0.011304979,0
0.002259415,0.005735294,-0.000613882,0.002860274,0
-0.001949317,0.008003994,0.000315702,0.001869226,0
-0.008564118,-0.008883666,0.007716762,0.003143437,0
0.002244616,0.006472777,-0.000890025,-0.000404693,0
0.005010709,-0.000666449,0.001226238,-0.001897352,0
0.003159625,0.004626619,-0.000772209,0.001150527,0
0.001949212,0.001217725,0.001882364,0.002424924,0
0.00400267,0.001096838,0.000995323,0.004284107,0
0.001835048,-0.026566861,-0.029189064,-0.001289763,1
0.001186614,-0.005076616,0.004497602,0.005435248,1
-0.025651384,0.00061308,-0.002239386,-0.000506419,0
0.000644115,0.004156942,-1.04E-05,-0.016687486,0
0.009676615,-0.009830226,0.003499296,0.003629814,0
3.84E-05,0.005198087,0.000623018,0.005069562,0
0.002043517,-0.003369154,0.003549012,0.004445259,0
0.005234656,-0.00113531,0.001356411,-0.000148389,0
-0.019890081,-0.001949213,0.004533787,0.00136031,1
-0.004686929,-0.003485873,0.004796592,0.005237888,0
0.002707373,8.11E-05,0.00187977,0.000504209,0
0.004126981,0.001750637,0.000594542,0.00476718,0
0.00627546,-0.002634413,0.001744857,0.002190861,0
0.002053416,0.006249649,-0.001101967,-0.005038995,0
0.002749629,0.002956628,0.00046181,0.004904359,0
0.009547199,-0.005985187,0.001660496,-0.001997784,0
-0.004573543,0.003342382,0.00315345,0.004503925,0
0.000202399,0.008262127,-0.000633722,0.003552479,0
-0.004614623,-0.024983455,0.008072058,0.000862741,1
-0.003650694,0.007423216,0.001009842,0.006291472,0
-0.002258779,0.002617029,0.002447,0.005123786,0
-0.003545645,0.00599335,0.00177332,0.004596989,0
-0.003902488,0.001771691,0.003291864,0.005594954,0
0.002931473,0.001637274,0.000728755,-0.009536238,0
0.004491636,0.000433771,0.000993531,0.001631697,0
0.002518538,-0.004342659,0.003641629,0.005644912,0
-0.012030996,0.005863631,0.00304991,0.005034213,0
0.009157185,-0.006840081,0.002425794,0.003760577,0
0.005648471,-0.002410056,0.001810859,-0.001755823,0
0.000378023,0.003952023,0.00131361,0.003068969,0
0.00901454,-0.005655323,0.001657716,-0.002616432,0
-0.005118446,0.008135335,0.001536312,0.004517986,0
0.007403029,-0.007045098,0.003110848,0.002939575,0
0.007919621,-0.003822957,0.0014032,-9.54E-06,0
0.002336526,0.002233553,0.000841161,-0.008312347,0
0.00809632,-0.003170566,0.000729863,-0.00333367,0
0.001929149,0.003509444,0.000635161,0.003282797,0
0.00544491,0.000860092,0.000213824,-0.000925623,0
0.002459744,-0.006826184,0.004708589,0.005419989,0
0.003039665,0.001202689,0.001199265,-0.001502034,0
-0.001809732,-0.030055259,0.004084735,0.000156476,1
0.008866897,-0.003638004,0.000720272,0.000232508,0
-0.027480972,-0.002283728,-0.002457491,-0.00188368,0
-0.007371547,0.012578613,0.000628277,0.004384136,0
0.002112301,0.00686605,-0.001279275,-0.001281787,0
0.000142482,-0.003550264,0.004485888,0.004427929,0
0.005412418,0.000445997,0.000447497,0.003870687,0
0.002167525,0.004656541,-0.000558599,-0.007928966,0
0.001744515,0.007402007,-0.001272016,0.00343057,0
0.002104892,0.006990667,-0.001242503,0.000590903,0
0.00277558,-0.00059764,0.00195724,0.0043276,0
0.002401127,0.003135268,0.000362547,-0.00102772,0
6.59E-05,0.007337373,-0.000304545,-0.000788321,0
0.016145542,-0.014193921,-0.051108591,0.003840007,1
0.008097587,-0.022896177,-0.045401009,-0.000205643,1
4.82E-05,0.002869167,0.001650587,0.004916093,0
-0.002376173,0.005095704,0.00158474,0.005039057,0
0.002058166,0.007057554,-0.001334857,-0.001822809,0
0.003545544,-0.001880595,0.00253015,0.003089274,0
0.001676069,0.003227263,0.000957656,0.002607149,0
-0.000480845,0.009909905,-0.001620017,-0.005637419,0
0.002428229,0.007083607,-0.001508945,0.002994078,0
0.006526373,-0.003698465,0.001917095,-0.003033816,0
-0.012941286,-0.003959618,0.006459162,0.002955759,0
0.002432582,-0.001007351,0.001371417,-0.021959056,0
0.00702064,-0.003098584,0.001437109,0.000393121,0
0.005780427,-0.000864927,0.000933125,-0.002871573,0
0.000931946,0.005834282,-0.000297231,0.005242746,0
0.00684374,-0.001333216,8.35E-05,-0.005910862,0
-0.023153136,0.000329416,0.006414069,0.000908889,0
0.001259025,0.005923471,-0.000166685,0.004870921,0
0.005541594,-0.002953734,0.002159035,0.003142882,0
-0.003212119,0.010524964,-0.000139702,0.00267893,0
0.0088685,-0.005665457,0.001781318,0.003081487,0
0.000221107,0.007035962,-0.000527187,0.002191667,0
0.002249619,0.002844272,0.000896268,0.001409208,0
0.004621388,0.000207924,0.001047189,0.00299154,0
0.000334639,0.00744404,-0.000847666,0.003183587,0
0.005120326,3.82E-05,0.000811795,0.003822291,0
-0.006595999,0.002236293,0.003134745,0.0057458,0
-0.00360867,0.010389294,-0.000130651,0.005546823,0
-0.009251168,0.005030531,0.00352526,0.005406632,0
0.001686724,0.002353833,0.00118492,0.004295337,0
0.003167191,0.000582721,0.001398774,-0.005513004,0
0.007640054,-0.001597489,0.000308114,0.000594037,0
-0.0028274,0.00325766,0.002443363,0.005655445,0
-0.005767495,-0.020539436,0.004178203,0.001267917,1
0.001350561,0.005792266,-0.000148394,6.58E-05,0
0.00210504,0.005216202,-0.000326866,0.001881194,0
0.007222646,-0.006511268,0.00272253,-0.009285172,0
-0.000444756,0.000926305,0.002304997,0.005848537,0
0.006082659,-0.004019288,0.002610141,0.002531708,0
0.003565344,-0.000163443,0.000788977,-0.015811621,0
-0.000522539,0.009334417,-0.001069684,-0.00143242,0
0.009109767,-0.006113614,0.001764077,-0.005549097,0
0.003017886,0.006041219,-0.001192501,0.002213228,0
-0.010609764,-0.00569819,0.006801923,0.003286886,0
0.000702574,0.006587473,-0.000649636,0.004862742,0
0.002002406,0.003860727,0.000366891,0.004631745,0
0.002658606,0.003364153,0.000445542,0.001342254,0
0.006320511,0.000422369,-0.000263772,-0.001490477,0
-0.011016313,0.005980199,0.003450178,0.005217281,0
-0.002160795,0.003070929,0.001990355,0.005911742,0
-0.014935078,0.000558291,0.003925495,0.003321099,0
0.000335435,0.006704661,-0.000465326,-0.006650599,0
0.000413064,0.004298493,0.000572182,0.005470464,0
0.009799886,-0.006597044,0.001721256,-0.003969892,0
0.002597698,0.005179877,-0.000711165,-0.002245776,0
0.002557286,0.001490277,0.000724195,-0.01459026,0
-0.000747721,0.005219982,0.000823901,0.005041912,0
0.005372044,0.000766599,0.000490136,0.004546082,0
0.002190013,0.002453701,0.000917172,0.004373059,0
-0.014529388,-0.003844503,0.006962447,0.00247474,1
-0.001444218,0.007116559,-0.000603418,-0.018293483,0
0.000395971,0.007098262,-0.000445588,0.002752932,0
0.003356929,0.004351047,-0.00051978,-0.002052426,0
0.003893292,0.001630866,0.000513344,-6.15E-05,0
-0.013894942,0.00104296,0.005641977,0.003560946,0
0.001782801,0.00427287,0.00021031,-0.001651205,0
-0.001238098,0.011782661,-0.001789771,0.003185653,0
0.002006227,0.004049247,-9.80E-05,-0.010303793,0
0.005363157,0.00146227,-3.96E-05,0.001308617,0
-0.001467696,-0.00638819,0.004396014,-0.047362137,0
2.89E-05,0.003899852,0.000612486,-0.01767552,0
0.005890709,-0.001153345,0.000684931,-0.00744189,0
-0.011288926,0.006289573,0.003608837,0.004970813,0
0.004045843,0.002176729,0.00024284,0.002195438,0
-0.010693556,0.002705052,0.004476357,0.004748083,0
0.003563791,0.002395398,0.000426522,0.005038776,0
0.006346559,0.000724423,-0.000288761,0.002683694,0
-0.016221478,-0.006349514,0.007073206,0.001556315,0
-0.001599205,-0.002665059,0.004532686,0.004929018,0
-0.010905436,0.001817582,0.004603719,0.004527122,0
0.008915172,-0.005635539,0.001669257,0.005024157,0
0.004436967,0.000971987,0.000539599,0.001448351,0
0.007807537,-0.027567635,-0.031653217,0.000173759,1
0.001894342,0.004273518,8.34E-05,-0.003130413,0
0.003120026,0.001722068,0.000891482,0.005097523,0
0.00908586,-0.004857074,0.001348759,-0.000999553,0
0.000194141,0.002475574,0.001901263,0.003851841,0
3.05E-05,-0.000391242,0.003076481,0.004676784,0
0.001253191,0.003662255,0.000849351,0.004253259,0
0.003373089,0.004667115,-0.000555173,0.002789627,0
0.00179034,0.004129488,-2.14E-05,-0.010642426,0
0.004246736,0.00280354,-0.000364855,0.004944236,0
-0.004828186,0.000687394,0.003660491,0.005614083,0
-0.001999414,-0.015673917,0.007707284,0.00356434,1
-0.007560461,-0.000185865,0.00452385,0.00505348,0
-0.004609189,0.012475371,-0.000691499,0.00599666,0
7.69E-05,0.009494453,-0.001993765,-0.006349894,0
0.004319713,-0.000365081,0.001259791,0.000985788,0
0.002006441,0.006487455,-0.000713201,0.001953269,0
0.002052562,0.004595294,-0.000455815,-0.007297632,0
0.004127927,-0.005804084,0.003792857,0.005209119,0
0.008529958,-0.009724649,0.003674773,0.005666504,0
-0.006428806,0.004214062,0.00290762,0.005318973,0
0.004115667,-0.006522369,0.003875488,0.006130755,0
0.002735443,0.005053763,-0.000471224,0.004488324,0
0.007579222,-0.003209681,0.001307034,-0.00161788,0
0.000614025,0.007958123,-0.000821358,0.000583129,0
0.002473244,0.00595869,-0.001006996,-0.002156714,0
-0.004039516,0.000356414,0.003893121,0.005118037,0
0.007370311,-0.004933034,0.002324891,0.002837766,1
-0.006878341,0.003536296,0.003092543,0.006020902,0
0.00438586,0.002261896,0.000189889,-0.002236235,0
0.000273911,0.008293114,-0.001103204,0.002685501,0
0.004709985,0.000260441,0.00088155,-0.002200528,0
0.000471949,0.001693553,0.001653074,0.005208627,0
0.00209539,0.002224301,0.000953396,0.004342701,0
-0.000261723,0.005430231,0.00077081,0.002453872,0
0.000540342,0.002056848,0.001924018,0.004671138,0
-0.000511824,0.007639742,-0.000302393,0.000342138,0
-0.003128673,0.009012739,0.000247407,0.005650175,0
-0.003661327,-0.007700271,0.00559519,0.004856234,0
0.001261494,0.005678966,-0.000192999,-0.003691316,0
0.002587927,0.003852339,-0.000112469,-0.002977943,0
0.006910374,-0.003866615,0.002134875,0.002168109,0
0.009436063,-0.00668002,0.002174227,0.00367985,0
-0.014769152,0.003907803,0.003434402,0.004129841,0
0.004827625,0.002270229,-0.000132776,0.000983628,0
-0.008476704,0.001547381,0.00420805,0.004927129,0
-2.11E-05,0.004936761,0.000507788,0.004981036,0
0.003815846,0.000138307,0.001409129,-0.002191949,0
0.004612302,0.002376528,-0.000275273,0.003047373,0
0.001184425,0.007632967,-0.001186088,-0.00240547,0
0.007146791,-0.001417644,0.000599723,-8.06E-05,0
0.006439668,-0.00155212,0.000935075,-0.000803773,1
0.00218266,0.005277374,-0.000407251,0.004043252,0
0.001013263,0.005867005,-0.000163309,0.001589062,0
-0.022916262,-0.002527073,0.007918183,0.000379816,0
0.005916989,-0.00120898,0.000744371,-0.005972299,0
0.001380387,-0.02915383,-0.00418479,0.000559847,1
0.006421528,-0.000752629,0.000412101,-0.003151312,0
-0.001001928,0.005402295,0.000617226,0.00616285,0
0.003320604,0.003281478,-0.000145869,-0.003338524,0
-0.007951193,0.006714452,0.002873722,0.004693896,0
0.003997135,-0.00163479,0.001744843,-0.005829252,0
-0.007281466,0.007161165,0.002063211,0.005902667,0
-0.006088661,0.003419912,0.00272027,0.006034313,0
0.007622688,-0.002448989,0.000715934,-0.001858885,0
0.004793633,-0.000102084,0.001213519,0.000429559,0
-0.000452359,0.00770926,-0.000374557,0.004733069,0
0.000824295,0.009043439,-0.001410456,0.001477099,0
-0.002743502,0.004289481,0.002075109,0.005463152,0
0.000589577,0.00586379,-6.00E-05,0.005414114,0
0.003151338,0.001409329,0.000827058,0.0048671,0
0.003977795,0.002605221,-0.000461729,-0.007602214,0
0.006245332,-0.00011723,0.000251428,-0.000589252,0
0.000370713,0.007164168,-0.000389105,0.002242768,0
-0.002176312,0.003717455,0.001731888,0.006189393,0
-0.007280188,0.000653059,0.004431746,0.00507073,0
0.003604946,-0.00082555,0.002061958,0.001004874,1
0.00258564,0.00266382,0.000481527,0.005805865,0
0.002802094,0.005743677,-0.000850046,0.001591004,0
0.007406995,-0.002005074,0.000817341,0.003104749,0
0.002751027,-0.000491073,0.002329727,0.004091297,0
0.003781172,0.004159684,-0.00051827,0.001054311,0
0.004835711,-0.004006736,0.003019,0.002763459,0
0.000898254,0.00613922,-0.000867332,-0.010838309,0
0.00202856,9.50E-05,0.001956746,0.004840845,0
0.005079147,-0.001726436,0.001751693,0.003116512,0
0.010220137,-0.007137146,0.001955824,-0.000312693,0
-0.002669859,0.005777034,0.001103608,0.006117943,0
-0.001586928,0.006650025,0.000628533,0.002985924,0
0.000561663,0.006195434,-9.12E-05,-0.002176687,0
0.003953552,0.002839197,-0.00030658,-0.005192974,0
0.002953138,0.001572984,0.000594609,0.006403355,0
0.004113395,0.001008928,0.000462442,-0.007926212,0
0.001791796,0.002852802,0.001177582,0.003599171,0
-0.002989221,0.006265773,0.001338273,0.004986894,0
0.005214389,4.07E-05,0.000448261,0.004925957,0
0.004837743,0.001074879,0.000452829,-0.002698881,0
-0.001383528,0.003093131,0.001737484,0.006576878,0
0.00339284,0.002550772,0.000161291,-0.003051929,0
0.007493903,-0.002824499,0.001011817,-0.003165041,0
0.003209155,-0.000224771,0.0018739,0.003285635,0
-0.000609212,0.002036134,0.002089994,0.005352677,0
-0.000398994,0.003593152,0.001480436,0.004616065,0
0.000748082,0.007712675,-0.000889896,0.004462918,0
0.007401812,-0.003146286,0.001164889,-0.003967381,0
0.011357704,-0.008289971,0.001876733,-0.000872946,0
0.008431216,-0.003068475,0.000765412,0.00187145,0
-0.0241608,-0.000845471,0.005739614,0.000343184,0
-0.000157104,0.00727294,-0.000273162,-0.001611369,0
0.000240792,-0.010835853,0.007113396,0.00433849,1
0.002712762,-0.012761689,0.006807914,0.00461055,1
0.001443946,0.004100532,0.000605971,0.001470407,0
-0.014527738,0.005913862,0.004301943,0.004382345,0
-0.001286025,0.001716611,0.002190213,0.005826903,0
0.004555931,-0.003698471,0.002529677,0.005406375,0
-0.000783397,0.005567499,0.000937357,0.003799007,0
0.004018097,0.002452453,9.45E-05,0.002461624,0
-0.006537724,0.00410617,0.003433691,0.005023724,0
0.006234315,-0.001403573,0.001076655,0.001200222,0
0.007566111,-0.001834552,0.00047969,1.73E-05,0
0.004820038,0.001435543,-0.000319719,-0.007259891,0
6.40E-05,0.006132776,0.000331526,0.004293366,0
-0.000762614,0.005180923,0.001070511,0.00432623,0
0.005836689,-0.001076788,0.000872068,-0.003243855,0
-0.000376166,0.008606585,-0.000862768,0.004054353,0
0.00444948,0.001306537,0.000359546,0.000845622,0
0.002196478,0.002465115,0.000893007,0.003945506,0
0.001645388,0.002125907,0.001410837,0.002106604,0
0.005533201,-0.000658509,0.001016505,-0.001899333,0
0.007484843,-0.002276817,0.000754556,0.001436941,0
-0.023151805,0.006337247,0.005102626,0.002233132,0
0.005225348,-0.018553193,0.006701233,0.004659445,1
-0.015935212,-0.01881351,-0.00821496,-0.002861547,1
-0.003930758,-0.015246169,0.008856827,0.003141494,1
-0.001211976,0.00325473,0.001167613,-0.023909234,0
0.000797846,0.008241586,-0.001084055,0.001932668,0
0.011308263,-0.008541499,0.002138495,0.00274568,0
-0.030594826,0.009299806,-0.025421313,-0.002515761,0
-0.000113561,0.009172268,-0.0012821,0.003089486,0
0.005489734,-0.000704637,0.000878623,-0.006649834,0
-0.007334635,-0.023460388,-0.008207697,-0.00122104,1
0.006607433,-0.004619214,0.002320457,-0.004695138,0
0.021294135,-0.025192909,-0.050813265,0.00300342,1
0.015032643,0.006249303,-0.072162779,0.006079906,0
-0.003701581,0.015063776,-0.002288748,-0.001353038,0
0.003348933,0.00312128,-0.000148706,-0.006265721,0
0.004976016,-0.002027369,0.001149581,-0.013752204,0
0.004377191,-0.008241029,0.004684548,0.005415605,0
0.00927098,-0.007433752,0.002070167,-0.009421025,0
-0.005211544,0.007468324,0.001220143,0.006161551,0
-0.008812559,0.003163441,-0.040390995,0.001367293,0
0.005071677,0.00089798,0.000404019,0.002765207,0
0.004085712,-0.000507566,0.001425564,-0.001839398,0
0.001619378,-0.003190505,0.004060959,0.003586889,0
-0.001632701,0.010488863,-0.001280158,0.005737816,0
0.000654101,0.007733468,-0.000796073,0.003734282,0
0.005443704,-0.000181756,0.000729046,0.001059191,0
0.003602149,0.001025135,0.000974144,-0.002640495,0
0.001024777,0.00468671,0.000386908,-0.002911242,0
0.002394636,0.003429962,0.000318521,-0.003199166,0
0.003787892,0.002714934,0.000172598,0.003458381,0
0.003365626,0.001855887,0.000690077,0.000708453,0
0.009766155,-0.009550879,0.00307597,0.0008405,1
-0.000739993,-0.003267082,0.00456522,0.004684186,1
-0.000222777,0.006853598,4.08E-05,0.003877556,0
0.002571596,0.002152863,0.000898395,0.006107839,0
0.006318604,-0.002938201,0.001844613,-0.000908489,0
0.002043338,0.006514879,-0.000931848,-0.001561712,0
0.007849643,-0.005364836,0.002176944,0.004599351,0
0.000789463,0.007168277,-0.001040424,-0.007948666,0
-0.021902527,-0.002721465,0.002223747,0.000277807,0
0.00456607,0.002718151,-0.00038994,0.003120496,0
0.001417866,0.002088423,0.000627353,-0.018262994,0
-0.011687885,-0.009018655,0.007533985,0.002290552,0
0.003998711,-0.029421787,-0.022022349,-0.000502348,1
0.002672861,0.004447052,-0.000447677,0.006410509,0
-0.011755738,-0.025662292,0.005135716,-0.001815326,1
0.006322674,-0.029755921,-0.024148075,-5.88E-05,1
-0.001459531,0.003746288,0.001229267,0.006658377,0
0.003408779,0.005361609,-0.001280402,-0.001728656,0
-0.000846801,0.002061203,0.002025427,0.005301561,0
0.003978556,0.002136487,0.000257951,-0.00048214,0
0.006278926,-0.001844507,0.001279676,0.001165494,1
0.005144299,0.000602513,0.000583002,0.000252052,0
0.001633663,0.00623464,-0.000472324,-0.002843455,0
-0.006656066,0.012337673,0.000275907,0.004780145,0
-0.001253161,0.008738587,-0.000675804,-0.006612153,0
0.001579574,0.004421189,0.000348822,0.004004252,0
-0.00161687,0.003484913,0.001974369,0.005049407,0
0.008370739,-0.009566131,0.003925038,0.0045725,0
0.006689695,-0.00723215,0.003768867,0.002713624,0
0.004360106,-0.001526375,0.001912553,0.002377964,0
-0.00071509,-0.0279932,-0.020744478,-0.00154903,1
0.006219321,-0.002316746,0.001340254,-0.001187862,0
0.000348989,0.007440122,-0.000485726,0.00371264,0
-0.001496796,0.00302044,0.00199454,0.005619984,0
-0.003322241,0.002552248,0.002417849,0.005724182,0
0.003809725,0.001398028,0.000711448,-0.000171223,0
0.000933288,0.006272111,-0.000494745,-0.000770904,0
-0.010331157,0.004331099,0.004615767,0.004641186,0
0.003652997,-0.001513265,0.001901818,0.005448282,0
0.011480572,-0.018839865,0.005539839,0.005448293,1
0.000259321,0.00609958,0.00017338,-0.00188772,0
-0.000522456,0.000423581,0.003282511,0.005115043,0
0.004032822,-0.004479177,0.003511301,0.00446248,0
-8.37E-05,-0.004227831,0.004031106,0.005858623,0
-0.003208124,0.000966387,0.002987734,0.005614054,0
-0.00198322,-9.48E-05,0.002404597,0.006449466,0
0.003344469,0.001978934,0.000691443,-0.001948612,0
0.000521498,0.008983385,-0.001339093,5.04E-05,0
0.000688306,0.008710906,-0.001452455,0.000619848,0
-3.68E-05,0.006496838,2.52E-05,0.001760322,0
0.005092032,0.000598802,0.00041141,0.000306295,0
6.97E-05,-0.030893083,-0.011079814,-0.000949944,1
0.002995755,0.00214534,0.000573306,0.002460446,0
0.001965028,0.002426754,0.000977477,0.0050382,0
-0.019273791,0.005660874,0.001886406,0.003146351,0
0.003260255,-0.004975025,0.003595347,0.0060012,0
0.007312031,-0.001972864,0.000613275,-0.002977613,0
0.002623179,0.006459083,-0.001268213,0.001065207,0
-0.020064461,-0.011860152,-0.023948591,-0.004216656,0
0.000781349,-0.001463932,0.003413281,0.003900828,1
-0.006321718,0.001565774,0.003427773,0.005532131,0
-0.001585534,0.004811273,0.001278604,0.004739712,0
0.000247944,-0.002528189,0.003685477,0.005727168,0
0.008603468,-0.006625271,0.002403158,0.005091645,0
-0.002854115,0.01415315,-0.002332474,-0.002254903,0
-0.014166802,-0.017154709,0.006996856,-0.000325986,0
-0.001885686,-0.023530966,0.000867984,0.001418202,1
-0.02336846,0.003639331,0.00629337,0.001565154,0
-0.004602476,-0.014545686,0.007159442,0.00296082,1
0.004178352,-0.000296414,0.001384408,0.005271941,0
-0.001834467,0.002339308,0.002651318,0.003506623,0
-0.00177774,0.007417202,-0.000370862,-0.01759712,0
-0.001350141,0.006560474,0.000443899,0.005466662,0
-0.007116655,0.009595416,0.001062955,0.004916873,0
0.005462154,-0.003309469,0.001874938,-0.011774207,1
-0.000493446,0.011128382,-0.002071231,0.000581252,0
0.003115219,0.005769959,-0.001378107,-0.001780413,0
-0.001101254,0.004570916,0.000338151,-0.022330567,0
-0.007820096,0.003710759,0.003833283,0.004926816,0
-0.000191654,0.007936166,-0.000760495,0.004884081,0
0.001987647,0.001713339,0.001364912,0.003691705,0
0.004260992,-0.006008068,0.003361426,0.006596025,0
0.002967655,0.003819759,-0.000147202,-0.000744512,0
-0.007634401,0.003457814,0.002016999,-0.049525499,0
-0.023888295,-0.005255295,-0.002771759,-0.001503767,0
0.004846293,-0.007683781,0.00453028,0.003719482,0
0.004530618,0.002645569,-0.000204042,-0.00167285,0
0.004112173,0.000109108,0.001108976,0.004060706,0
-0.016416275,-0.005299767,0.00622469,0.001742994,0
-0.001980092,0.006051349,4.48E-05,-0.021963682,0
-0.000163791,0.007649954,-0.000752784,0.005434915,0
-0.00824978,0.004935569,0.002696983,0.005827343,0
-0.002907723,-0.021883059,0.008903442,0.002111381,1
-0.00084287,0.004357145,0.001282678,0.004996095,0
0.001011454,0.006570081,-0.000574945,0.004151423,0
-0.000637605,0.006242189,0.000596915,0.00261565,0
-0.01337243,-0.011999223,0.007615265,0.001134556,1
-0.014173799,0.001925958,0.00578133,0.003654801,0
0.008608473,-0.008059499,0.003195356,-0.00058784,0
0.003763264,0.004264209,-0.000660222,0.003754293,0
0.00044713,0.009066517,-0.001656359,-0.004139717,0
0.000645212,0.00721136,-0.001035876,-0.008636281,0
0.000657183,-0.002779253,0.003505767,0.006140115,0
0.003470442,0.003168589,-0.000106661,0.000575935,0
-0.008536854,-0.008398986,0.006509943,0.003356528,0
0.003990424,-0.001356924,0.001367903,-0.015568513,0
2.25E-05,0.005961169,0.000420242,-0.000658553,0
-0.013117782,-0.010547899,-0.018383812,-0.000962954,0
0.003489643,0.002402244,-3.62E-05,-0.008147991,0
0.000534365,0.005289109,0.000133477,-0.006809779,0
0.006968545,-0.005961107,0.003013909,0.000409541,0
0.001091766,0.006898491,-0.000951747,0.000905104,0
-0.004039795,0.013313489,-0.001208216,0.001727462,0
0.006791577,-0.005839747,0.002251771,-0.013217148,0
0.006797665,-0.001456303,0.000615521,-0.003865793,0
0.002548069,-0.000556439,0.002179863,0.004611216,0
-0.012031302,-0.02448293,-0.005402124,-0.002672707,1
0.002746232,-0.000689206,0.002434484,0.003869977,0
0.006189452,0.000570596,-6.28E-05,0.00281166,0
-0.011070648,-0.021144162,0.010389127,-3.20E-05,1
