pCom1,pCom2,pCom3,pCom4,class
-10.96395552,-19.6138613,2.98977421,4.69169622,0
125.1866441,-3.404138082,9.364692987,0.891887973,0
26.04223316,-7.997465957,-8.757282707,5.550691424,0
48.66299718,-2.493302782,-9.699007941,1.074650717,0
105.9184979,3.61574985,-8.234656151,2.404320146,0
-62.74216358,-21.7709932,8.179462294,-3.700146653,0
11.28746061,-12.58241885,-3.996751132,5.791090681,0
105.9949733,-10.42039332,16.24864334,0.792765825,0
-56.53814958,-12.83333021,-11.67181942,1.591282514,0
-5.555247202,-4.003652689,-19.91237528,4.103712487,0
335.9582339,29.820888,11.09062867,-7.490386786,0
326.6388157,19.75289777,25.71912884,-7.576864138,0
-44.34654936,-18.21194963,-4.384691179,4.432023744,0
12.22627316,-9.503113477,-7.274555493,4.482464036,0
113.4852763,1.003902709,-0.710370955,0.899214096,0
-15.65017051,-29.78498074,19.42451201,4.563237683,0
112.3735482,-10.39712234,18.36771971,0.819177506,0
-50.53933279,-1.116130375,-31.26595447,2.378398399,0
-116.8863409,90.46004558,-45.57704364,1.833400547,1
-99.90454055,-10.81911716,27.23319769,-15.99024332,0
-1.798664038,-12.70537029,-5.412202835,3.766856689,0
83.76022753,-9.909042548,9.812169473,1.66227876,0
105.09765,-1.716078607,1.916899716,0.39812481,0
-42.2839698,-31.68006601,20.60064253,1.633585116,0
-64.5044655,-10.31383108,-15.39713446,0.04294247,0
-57.70267266,-20.93114329,2.24517487,0.802816705,0
185.010479,6.092720925,9.467334982,-0.588111064,0
13.18068845,-6.671889308,-13.80953212,6.546122683,0
-20.85404905,-18.70515411,1.275223055,4.428983175,0
-7.878279732,-21.53848103,9.610832768,3.628047288,0
-55.59912793,-25.14625756,7.622104387,2.174288288,0
-92.31497932,-11.09140242,1.703267331,-8.489502289,0
26.74079959,-21.71425607,14.83943275,3.606328201,0
-85.66900208,-26.29244915,16.48917314,-2.694313105,0
-55.691721,-16.61938994,-2.383615145,-0.505201924,0
47.23497679,-4.315700026,-8.402343491,3.06560386,0
-64.91891948,-22.73386631,7.342338263,-1.180474744,0
-51.22595334,-21.71826527,-0.59242504,5.152569759,0
99.41086542,-18.72301283,27.80746462,1.611290575,0
-56.35930777,-14.89474445,-6.196409711,0.005829085,0
169.3230478,9.568810738,-1.048243629,0.134151731,0
-6.410229315,-21.81491244,7.82421833,4.649157862,0
-2.830150514,-25.89806742,18.65839308,0.476671976,0
-99.2473014,8.882721708,-16.04450818,-14.56196439,0
38.20821441,-18.26220443,10.69713451,4.098683752,0
47.78289911,-2.519999327,-11.619292,2.878913968,0
15.55682298,-16.23265205,4.714142069,4.82219725,0
-14.35063668,-13.89233845,-4.639928607,1.331517925,0
-31.11907748,-15.83058124,-7.620453455,4.308991247,0
-129.4131947,155.3131301,-10.39229797,16.3245583,1
-75.6142842,-5.899575466,-21.06140024,-1.936231711,1
-114.5427022,26.48811809,50.23961048,-21.24664834,0
235.4985351,12.75977259,11.97259802,-3.106620627,0
-32.36568971,6.442784421,-43.60726987,4.72538256,0
-45.11826958,-24.93862853,8.073379571,2.250090539,0
-54.17454575,-7.731442803,-17.3260776,-0.342683311,0
24.57580995,-4.340064657,-13.66123729,3.361903493,0
-108.7852301,8.806828014,23.5813868,-21.16882434,1
-93.81997045,-6.137254602,-7.882427597,-7.07160607,0
9.890454825,-8.185865191,-7.744487661,1.197433197,0
-35.13785935,-17.58807908,-6.011308113,5.007044492,0
-5.874452694,-5.359287468,-19.81121224,4.302636993,0
96.34141841,-9.757307664,12.21275518,2.728098392,0
-39.06228122,-19.88249474,-0.959597152,4.203429512,0
51.09809994,8.517616839,-31.08356298,5.302992275,0
-61.33076176,-21.19393513,8.588175125,-4.329315551,0
-15.55546511,-28.61678356,16.42165241,3.629304214,0
-110.7772786,56.10808511,-55.61257181,-15.80694292,1
-69.09058607,-31.32826096,18.14639748,-0.4488356,0
-62.68883103,-20.11406293,3.978778737,-1.744623596,0
-50.46911961,-26.52937617,14.31939627,-1.73529143,0
-78.01065537,-19.1181737,3.691734262,-3.902891132,0
145.1198609,5.415145308,-0.350171638,-0.204147935,0
3.157731841,-10.18410001,-9.085830048,3.842269948,0
-71.03114969,-7.31780622,-20.62222461,0.116405706,0
-93.64004834,-22.93848993,26.88859079,-10.15488497,0
-27.33297316,0.553900582,-34.95346682,5.805229418,0
43.49390159,0.402536638,-17.25187074,2.639687507,0
-20.87777144,-20.2263632,4.406437453,1.184680461,0
57.89575746,8.94446508,-29.29656764,4.735054887,0
-49.18813803,-30.84493303,21.84142828,-2.472615515,0
-24.27489496,2.136934533,-33.1315239,3.45657093,0
25.28230252,1.061009584,-23.96864771,5.117295717,0
128.8851358,1.967881901,1.389865023,-0.330612944,0
70.48818555,5.826256304,-20.95873011,4.992329573,0
-19.39354186,-18.79051234,1.788073422,3.021080715,0
40.95381633,-6.306470388,-7.950909397,4.649667994,0
-75.64370954,-2.287271149,-27.19039598,-1.379468998,0
40.42429245,-6.959329535,-4.413889093,1.69959207,0
-115.0917054,80.27593375,-64.32159939,-11.79268147,1
25.93243715,1.106260095,-24.2482492,6.576715584,0
-116.3814905,39.35573446,48.3238987,-23.80255591,0
-43.02117178,-39.61837198,36.31581499,-2.786879011,0
49.73046045,-16.96360981,12.59225107,4.114491884,0
-61.68164474,-7.984523444,-15.82088313,-2.775826781,0
-22.66692078,-13.02823901,-10.44421461,5.69702858,0
129.5214712,-2.069867223,8.722141962,1.236270622,0
-11.23294892,-25.51657796,13.00192982,5.23352707,0
25.88200714,-20.30459101,12.27689189,4.63692391,0
-41.89795275,-12.30255089,-10.43268397,2.112452736,0
36.93072786,-10.73786002,1.832209634,2.341653818,0
37.4181772,-19.92197331,15.47506011,1.824109189,0
-124.9293364,155.2733494,22.84821293,49.60700787,1
-131.4340102,179.4469303,11.46077836,35.00498211,1
-49.83776671,-20.43473921,1.740428579,0.901591195,0
-54.49846815,-25.03550514,10.60933573,-0.64447503,0
57.12437473,-16.51219542,13.31579071,4.001009177,0
-25.9306224,-8.712143509,-14.96019054,1.722868291,0
-12.22778892,-17.53227335,1.3385016,2.30076923,0
105.0541944,-16.25570263,25.10476368,1.557854662,0
-4.021031289,-23.86088933,11.6470311,5.81863629,0
59.57300249,5.189118444,-21.22825791,2.676658266,0
-101.1136422,1.46502207,3.726630248,-16.41505623,0
295.6595908,31.16120974,-2.388149083,-5.246806308,0
18.64332488,-1.043730511,-21.07780651,4.577162369,0
62.72816654,-0.321761084,-12.64331014,3.459793525,0
-42.58503738,-25.4713212,9.200661919,3.924875272,0
103.8241091,7.051773065,-13.27208021,4.066414755,0
-105.988053,0.59732941,31.10418383,-25.04130086,0
-35.64966168,-25.78085506,8.700397224,4.037937944,0
-22.07126317,-6.324475602,-20.08732139,3.534205036,0
-10.66135486,-32.40629469,26.50096904,0.51714483,0
-16.6738421,0.013567061,-30.84652529,6.112246783,0
-2.157870234,-23.16130466,14.11136713,2.890843732,0
4.464493348,-14.87481157,-0.019325658,2.429214569,0
-14.66375,-11.85169008,-10.23812555,4.24644152,0
-13.60966867,-25.16826727,14.97128711,3.604220203,0
-24.22896409,-12.43565337,-11.32142593,5.057221652,0
-91.04627353,-18.04582952,9.598195153,-6.037691179,0
-50.28387557,-36.10074946,26.11083939,0.929630734,0
-87.7817038,-24.6158736,19.43016332,-8.118252515,0
-36.96438907,-18.12420289,-1.285017855,2.407798205,0
91.22962046,0.43244862,-5.094223391,0.391136306,0
22.38100865,-3.423265693,-17.38760577,6.376174126,0
-69.85466854,-22.35009427,6.140017818,-1.946196324,0
-112.1674473,53.31521693,-38.48445347,-12.79514376,1
26.7985579,-18.12380251,9.58504498,2.724763079,0
4.206239541,-19.37544664,6.860772882,3.900828311,0
135.1001699,20.50926735,-27.69962333,0.274626026,0
-70.27676769,-17.35806323,-2.631514029,-0.223844676,0
-14.73997275,-3.836872109,-23.75104525,3.258174077,0
223.041054,19.74139737,-3.466736081,-1.878246872,0
49.07626617,-22.40040385,21.96204977,2.159586741,0
94.95823735,14.46471895,-29.74484218,3.807947081,0
5.573480759,-20.87325035,8.205905107,5.642755645,0
-100.4387827,3.273468065,-4.555104504,-14.91039458,0
-36.56132078,-26.02338008,11.80008412,4.053131523,0
-35.78810759,-21.27865122,2.421213228,3.746827443,0
8.324530406,-15.49875671,1.048363871,3.23133803,0
49.82360194,-3.636068868,-9.46840268,5.518033601,0
-90.11126133,-25.46511774,24.64610662,-9.463660598,0
-71.64767878,-21.5775426,5.232487069,-0.991431683,0
-103.0366806,-4.302187297,20.3388725,-15.14603417,0
112.2238912,-8.830462807,15.60767785,0.383768783,0
-52.05105981,-23.05960617,5.555444889,2.518282286,0
75.74163725,13.00297861,-32.31716885,4.782866523,0
59.2916366,-12.33991442,7.68014662,3.45461387,0
208.5383805,13.95587599,1.430614092,-1.989961034,0
-47.94820188,-24.81644122,9.194416318,1.398384139,0
-30.35656968,-15.09901506,-9.978762487,5.896461112,0
-35.77108566,-18.27330698,-1.567248305,3.099457385,0
-100.8522727,1.901744569,6.098865316,-18.30959262,1
256.6218083,9.71600602,23.05602137,-4.275227836,0
-8.2556308,-24.57004618,13.64260579,3.159656612,0
57.5683088,-11.3065334,4.299661896,3.846920476,0
25.95978334,-9.39535603,-4.364482633,3.472762184,0
-96.25511637,-11.44846282,16.69053999,-15.29414829,0
46.13048477,-12.25079454,5.648248257,1.999725947,0
-6.505063275,-34.32679364,28.04814555,3.935292395,0
158.2534832,2.334961805,7.705733851,-0.059016164,0
13.29434865,-10.81117546,-6.805680538,5.535183539,0
593.4586964,81.73147764,-4.133387952,-19.37855702,0
245.7073848,13.95130575,11.8230901,-4.452463377,0
121.1171214,8.117955358,-11.75276576,2.387210807,0
-86.7152186,-26.18864578,25.57184506,-9.818390402,0
-1.149114856,-13.92141557,-3.72651175,4.572763938,0
-92.81270937,-17.91690952,15.9310229,-10.84786809,0
-39.19328073,-19.01467003,-3.517409493,4.858953744,0
-3.248183663,-10.91406544,-10.02722738,6.804878431,0
-105.9294349,11.92648406,4.084525234,-20.76119937,0
-72.88963046,-10.03960666,-11.16363613,-4.011312016,0
-94.00129876,-15.08283918,14.36377108,-11.40583278,0
-41.81736732,-2.812612405,-31.23251531,6.789139344,0
6.439556959,-10.28260326,-7.124622768,4.204603366,0
-129.1112121,157.3765325,-19.46126436,23.63554192,1
65.64397791,-9.742865894,6.06727023,1.777055835,0
-43.65502909,-17.92821571,-4.855367474,3.976157611,0
39.60272258,4.819220462,-27.76325652,5.671619796,0
-36.31832049,-18.39842638,0.582894689,0.454211049,0
-56.29696395,-14.03233373,-7.04301725,-1.011890769,0
-34.174783,-20.72159544,2.680356437,2.569812302,0
-4.200925367,-19.61823685,3.616798378,5.323577167,0
162.0988278,2.601054455,8.22265755,-0.383763159,0
-34.76571195,-18.61172719,-2.611074973,6.12113873,0
-85.91582126,-16.08784644,2.535095725,-5.254999695,0
-99.63248047,22.93700507,-41.51616667,-10.20884141,1
-92.94863747,-12.54760305,4.372257123,-8.695053772,0
-54.04367078,-40.70797901,32.87595004,1.076038028,0
114.6470027,-13.42471438,24.06986867,2.030144381,0
8.275019535,-7.354598524,-10.64594853,3.119892857,0
6.832347917,-22.18969281,10.20811847,4.422214162,0
120.7442842,-3.027601922,8.461250618,1.220831063,0
-63.06611055,-4.047297925,-26.54796274,0.968281852,0
-63.44750023,3.511579191,-42.21582073,4.170590757,0
-77.7542566,-22.83647185,13.79596664,-5.366356968,0
-77.63612827,-3.528032263,-28.37234125,0.98298686,0
-27.64563904,-23.06105552,4.919563618,5.262912213,0
46.72446558,2.244799121,-21.52136904,4.579600263,0
23.47337562,-23.00545693,16.20523358,3.227251522,0
59.9068297,-13.92543201,9.925415438,3.772910367,0
-76.59844856,-15.60978563,0.239678592,-4.940746238,0
-16.69532843,-1.935198505,-27.5108379,4.483380619,1
-91.15351866,-21.99492611,12.72469907,-5.869053046,0
58.2717977,-7.509370529,-2.832656246,3.690596092,0
-4.724796853,-26.21855045,17.34647511,3.801745386,0
53.14037112,-3.667504914,-8.575162076,3.001138361,0
-56.06455301,-17.74624021,-1.478708482,1.077671234,0
-36.60512882,-17.55669681,-1.914708992,2.924749334,0
-11.35355667,-21.73626623,9.569781731,1.194614244,0
-46.8856155,-18.76291321,-1.142920835,0.876068336,0
21.16992662,-22.07814983,16.7897328,1.69706864,0
-53.82854471,-33.54409557,21.84054176,0.778732895,0
-98.33848207,4.070549408,-19.40705155,-7.86245834,0
74.7286814,-11.81599192,10.63229589,1.595289517,0
64.93721756,-8.801568286,4.256736327,2.48160109,0
-6.497206244,-3.20114239,-24.04597579,4.280492871,0
-24.86622208,0.617238657,-34.69878255,6.254652389,0
-101.1869135,-14.3960188,27.3966915,-13.60527657,0
17.8768888,-12.02418916,-3.981956643,5.228402606,0
-89.67970241,-15.92391333,10.04406543,-8.900007882,0
-45.43971473,-23.67429641,7.856180983,2.193875041,0
49.41860944,-3.927590566,-8.08500067,1.788719151,0
-9.830204635,-14.96338597,-3.735769648,5.746158994,0
63.07517854,-16.97667255,15.95236864,3.086462187,0
30.08675342,-3.260091312,-16.42682092,5.575467029,0
36.33801663,-2.017688185,-15.78211235,4.462578583,1
-23.46916104,-22.74059662,6.37195486,4.651229247,0
5.676414226,-20.36515986,9.930707179,2.880542141,0
-105.8379094,5.823055053,22.64731458,-26.76932111,0
102.0354253,5.846902094,-12.41682576,2.766511451,0
-117.8280947,95.71394947,-55.09520524,-2.543221729,1
68.77578292,0.582065159,-12.64132615,4.362999415,0
-63.41446959,-26.3326301,10.02872258,1.681956036,0
70.83145455,-7.079533645,1.958467351,2.921629719,0
-67.41317275,-27.94976604,21.78582325,-6.275109656,0
91.56109501,5.927455786,-11.52074631,0.256130057,0
-79.88545644,-29.6056415,22.46029228,-4.635261411,0
-88.80041468,-21.37208832,11.68207026,-4.915046108,0
51.78376532,1.844535254,-19.04794128,5.1675065,0
18.60496304,-7.564318098,-10.72033984,3.483814394,0
-35.52411192,-28.90245325,15.71455093,3.053399802,0
15.76780868,-26.26548502,18.72270962,4.35943106,0
-63.80433949,-24.24557572,8.724385283,-1.406996156,0
-45.84364181,-26.14805146,9.440241394,3.500342076,0
-41.80518021,-16.50112841,-5.378473296,3.911528609,0
126.1956333,1.756694214,1.118302247,2.379842921,0
36.71525791,-4.686559194,-11.50093638,5.1961561,0
-1.385941088,-24.10686428,13.87359343,2.968152952,0
-73.40235577,-23.2480498,6.904947689,-0.582140252,0
-88.90822234,-15.07302403,5.721078133,-8.170825146,0
4.505471558,-7.486559397,-11.59834631,1.787609281,1
-52.60365573,-20.30867556,-1.547159772,4.225482891,0
12.19822255,-19.73475781,7.612685256,4.952387211,0
-11.90593282,-7.193616338,-19.31336678,6.401642696,0
-37.83451375,-13.20195985,-10.69914036,1.776251578,0
18.43093045,-15.87808572,2.292479339,5.051289555,0
-22.72413819,-4.234891209,-22.23824118,1.913078106,0
166.4127395,-0.13801775,15.27469859,-0.131025198,0
-49.45272541,-14.52230036,-7.850756468,1.756659093,0
-20.05973504,-8.493605716,-16.12580333,3.708032238,0
28.56612972,8.023063907,-35.54898266,5.883389229,0
-68.25573349,-27.22903648,12.97379505,-0.086518902,0
-20.13656895,-24.69861127,14.46234076,0.558803837,0
53.90775843,-15.35623653,12.33127913,1.445493679,0
95.92591189,-3.028267673,0.716610966,2.977340708,0
-62.53011119,-18.58112202,-4.755913014,4.376210553,0
126.8215702,4.500952001,-3.738351752,1.347688163,0
-25.57223266,-18.61051051,-0.252126351,2.431292072,0
-52.76013324,-27.28406269,14.47218314,-0.744195289,0
-38.82236185,-13.2777003,-11.21269792,5.718783741,0
62.44643074,-4.324652602,-6.327754537,3.485668073,0
-77.08162954,-22.66935998,4.121233494,0.080215476,0
65.29052809,-6.200360239,-0.219870265,2.665499715,0
67.32571715,4.314480766,-19.68802488,4.378120936,0
-25.09904595,-11.96228545,-10.01837809,2.357523018,0
-60.850742,-19.20620113,0.39085659,-0.085386236,0
-45.62959004,-21.31092186,4.353265596,0.717029457,0
-27.39895,-28.17740175,14.49622093,4.428218743,0
76.41730399,6.188672354,-20.19758436,3.88079972,0
36.67470611,11.56225582,-39.61462937,6.522430004,0
4.813303608,-2.860136803,-22.85268908,6.751975706,0
-108.9866902,7.571922105,31.72958032,-25.88673095,0
46.90226384,-18.35642938,15.91808643,1.355277415,0
-82.3243779,6.969406525,-34.9278313,-6.393168464,1
-82.15870004,10.98910897,-42.79074973,-4.348750506,1
4.073106051,-17.27777827,4.396548975,2.242301375,0
-94.20125943,-23.21782015,29.59133186,-13.47383081,0
-71.16612269,-18.66992794,0.645980705,-0.706639047,0
-58.16389466,-7.712776524,-21.07892899,2.839205121,0
-30.43821795,-24.20445243,10.12920811,1.01756349,0
-3.989367541,-14.7443607,-2.956611925,4.797964467,0
-73.82704972,-23.33289857,13.01570611,-5.958725509,0
10.15090502,-5.736106595,-15.9026259,4.774009068,0
28.97533536,-2.211977922,-17.84970773,5.965203178,0
121.5526486,3.634546954,-3.063456482,2.842448321,0
-31.96436648,-25.79616,10.60469143,2.493480236,0
-38.39004394,-24.22618103,8.949330446,0.993566835,0
66.92208703,0.992997365,-12.97153909,3.399349902,0
-23.91530794,-29.33124821,18.3660919,3.504832393,0
15.24434064,-9.896243609,-6.013477552,4.259042407,0
-30.18489484,-17.5924859,-1.397728904,3.005599756,0
-9.121162791,-14.6292012,-1.42246257,1.535359175,0
49.86801764,-2.439256711,-12.1919057,3.500635358,0
9.006241382,-3.721480144,-19.4367623,5.983388405,0
-103.2204473,-15.94531257,45.00620935,-22.26150631,0
-92.98183499,26.32341831,-58.82240287,-3.405630667,1
-122.7614054,95.27787012,3.821483769,-13.51610991,1
-99.3274016,20.96712379,-38.94687761,-12.79281479,1
319.6369448,25.07380094,13.56346536,-7.873965621,0
7.341730036,-25.40048257,16.49651306,4.031463131,0
-11.05064604,6.108928635,-41.46400264,7.242249664,0
-122.862682,67.99932907,113.9990062,-7.114388955,0
-8.829341785,-28.66800665,19.98599395,3.911997951,0
111.0008286,5.399621326,-10.66328831,2.217419686,0
-121.4989492,99.30010887,-21.26336896,-6.500431551,1
78.87277852,9.373905574,-23.4168228,1.764865875,0
-130.7040988,184.2146991,-8.795672635,51.10773097,1
-122.7036363,146.4460731,99.12925094,69.61473798,0
52.38846866,-33.74389466,41.11569171,1.616161751,0
108.4197069,-2.116254641,2.405174798,2.088155946,0
196.5306014,19.99883477,-10.88766439,-0.753209223,0
-72.01510612,0.37445944,-33.40747544,0.008461196,0
141.6959141,23.42448029,-32.11350613,2.322117943,0
-74.08525775,-30.48614055,20.69609777,-2.022103198,0
-123.4930998,100.6890411,85.7932683,22.93631021,0
-8.268083773,-12.27355797,-8.547726874,5.222854476,0
43.70413315,-2.816107186,-9.996543386,1.961376194,0
-43.34499975,-7.912077372,-16.78866761,-1.29538942,0
-45.39489639,-35.38377056,24.59734366,3.614983201,0
-18.10573277,-27.28235133,14.75867465,4.075739204,0
12.2215085,-7.589479465,-11.43568208,4.577533583,0
56.74950838,-4.571623226,-5.091728651,2.004459559,0
60.8750702,-11.36200647,7.8975592,0.938909613,0
66.15353031,-8.156489563,3.11782601,1.828966157,0
-16.88955499,-17.06741119,-2.419982454,4.878226916,0
14.67368424,-11.26170506,-3.472024251,3.142379217,0
4.560383317,10.92265222,-41.74701998,4.399652849,1
-67.90405236,-8.680921491,-13.8856752,-3.481723916,1
-25.74582126,-26.30796245,13.1517833,2.507402943,0
-57.71554267,-20.31955328,-3.305938802,3.868909839,0
33.67866754,0.018120882,-19.79700055,3.324189637,0
52.39545637,-16.32905611,11.52747804,3.634807282,0
-39.26893608,-3.380142035,-29.49004517,5.410989365,0
131.8545441,-7.108672272,17.02306625,0.958037063,0
-111.3284964,20.46938454,29.5417573,-21.75857895,0
-9.935705555,-15.75748706,-2.799158509,5.891721319,0
253.052981,19.03867905,5.835549022,-3.823946409,0
-103.5216714,13.71699556,-10.27384362,-17.48802106,0
-126.684023,142.1909351,-31.61570171,12.52868746,1
-55.15397562,-24.21745801,3.224977641,5.583981706,0
-117.2397138,75.91511055,-38.96559086,-20.94039063,1
-126.9357383,146.0491286,-33.14262629,16.20820542,1
-77.01570112,-23.35894091,6.365660923,0.565388803,0
55.93595443,-12.88766398,7.377010673,4.785492462,0
-61.31861324,-18.83358181,0.978144992,-0.258381359,0
33.2318596,-9.665164671,-2.965799521,3.739717489,0
9.545806522,-4.932852706,-17.18902041,4.549046815,1
23.9813059,-8.053052646,-8.858265737,4.379225163,0
66.98163541,-14.36708209,11.30979703,2.504298512,0
-46.41558703,-39.20156208,35.01303322,-1.836159172,0
111.5505837,-13.06003702,22.86339454,-0.380104157,0
-27.53184103,-21.57886387,4.508926803,3.341071664,0
-56.39025619,-21.90427723,5.378156681,-0.636976275,0
-48.89490884,4.207665731,-41.70536068,3.575458786,0
-24.10255699,1.939618233,-33.23418107,2.228271381,0
-12.74404604,-7.761997514,-14.49966706,2.788703326,0
-127.2082362,140.2217824,-22.13226479,7.43214613,1
38.21746594,-0.012190644,-17.48116881,3.676752391,0
-19.75026414,-26.92121221,14.21504183,3.498952996,0
-64.95010245,-21.55160262,4.032362237,-0.49592548,0
-75.73377426,-19.86805545,5.603902221,-2.519341954,0
26.5032699,-8.975625062,-4.973563592,3.165933622,0
36.87687555,-17.01523617,12.07953417,2.486870988,0
-83.39387881,-23.26734757,18.39858844,-10.26606888,0
-55.92256142,-11.89685807,-14.06460959,3.031136866,0
-77.45257909,23.67798372,-68.82389511,3.183192282,1
48.8891232,-15.94510806,12.16949002,1.039504088,0
-61.1265631,-17.20091329,-4.863150075,-1.337822699,0
-49.37901562,-6.036862031,-23.0358709,1.198738344,0
-84.7314425,-6.794627962,-16.47293337,-2.404644648,0
-78.62141843,-16.54680156,1.309717382,-3.247939886,0
-88.86757926,-14.19419048,-2.312769249,-1.746725722,0
49.58682227,-7.527102341,-2.445339094,2.405599679,0
32.8227686,-23.8205979,19.42045046,3.621516599,0
24.95927202,-23.73169641,18.59422849,3.948152815,0
1.284057182,-22.10510754,12.71541599,2.004362984,0
22.69387997,-7.636123357,-8.515928013,4.472914544,0
-123.8672487,122.2127595,-44.9295229,0.507590067,1
-8.964116464,-14.20306462,-2.535171332,3.459727015,0
-45.45127447,-19.18190126,-1.50619548,3.034744951,0
-105.7069399,-10.27764145,41.64279897,-16.34444321,0
-74.67048264,-6.489358533,-23.24091938,0.760575302,0
66.47268981,2.675642967,-17.05783421,4.765718697,0
20.08603456,-19.82213533,10.19156799,5.123930931,0
-128.1617026,120.9418122,50.60563522,-4.358908081,0
-46.09196338,-11.15124429,-10.86396342,-1.064753298,1
-88.9455246,-16.71105359,7.347333771,-6.229181188,0
-48.57725938,-23.60309019,9.206255115,0.133582406,0
-75.78094239,-11.04260085,-13.02395067,-1.48337845,0
-46.45240725,-1.605959418,-33.87551851,5.753169516,0
64.56391017,-30.24709581,38.09288909,1.932524009,0
-112.461364,45.48342882,-20.82025041,-21.99635474,0
-113.5523751,67.29713302,-46.18956508,-7.576317499,1
-103.3725319,-9.781641487,38.20875561,-24.16516089,0
-100.6984709,24.12851575,-33.59131938,-12.0284737,1
-47.61963247,-14.35544839,-11.65174056,4.122838339,0
-40.34132737,-17.68822982,2.792811999,-2.036963872,0
247.5831389,7.428225626,23.69091691,-4.475809938,0
-51.97752099,-27.96917068,13.46336406,1.581132391,0
-59.09565738,-32.88986126,28.97329333,-3.445708109,0
169.6511362,18.48455442,-16.05252699,-0.604289381,1
27.83784374,-28.27160294,26.58019499,3.917743735,0
56.58687553,-13.52304685,8.893648406,4.678789277,0
302.9735759,20.78023505,16.91601255,-6.406318261,0
-79.24558987,-21.95544575,13.8698003,-7.518998279,0
-36.15985158,-29.03089637,16.28581342,3.666431586,0
-29.77142836,-16.00849637,-3.233473281,2.220747844,0
-82.06230253,-4.566383633,-26.89833076,1.744454813,0
37.47331894,-12.37138694,2.951751186,3.465660867,0
625.2469797,67.10742523,31.11816851,-21.37787517,0
-116.338857,45.3997409,36.34412563,-20.97234048,0
-45.99041738,1.325248525,-32.38643663,0.197851666,0
52.30656681,-8.620393083,-1.841004769,4.359524696,0
-31.18376997,-12.93061926,-9.936158734,4.023175654,0
-106.9453006,10.87631614,7.854874427,-20.00734059,0
299.1001608,17.30876751,21.83539041,-6.516570673,0
-44.2483748,-29.06872928,15.48984911,3.771613461,0
-90.52568815,-23.68003476,18.6681986,-6.520874416,0
-105.9116219,41.34489247,-54.00594419,-13.79807325,1
-50.15112993,-23.28360272,6.895390698,0.756384113,0
-25.80069955,-25.33278863,11.29926485,4.069976628,0
-12.49675085,-23.63568894,12.11216961,1.227349034,0
-107.3090737,25.59458096,-13.15322209,-20.09226099,1
-95.20461249,-14.34974352,18.72684499,-15.40683126,0
23.5576977,9.345701479,-36.46776955,3.235758241,0
-16.63732148,-19.95925911,2.007972323,5.923168685,0
86.66855906,-16.73753498,21.39453894,2.630931713,0
140.2948729,-6.069028063,17.54994909,0.643119807,0
-80.52875407,-10.81006254,-14.08565724,-0.930460032,0
20.28172257,-12.99269848,0.309625649,4.099160867,0
-102.3676129,10.21724292,-13.25068445,-13.47516602,0
218.4896479,21.0630058,-7.626875904,-2.14240124,0
31.75731532,-17.86290464,11.57123105,0.9589534,0
